"Accession","InterPro ID","InterPro Name","Name"
"WP_162386257.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR016119', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_like_1', 'PROKAR_LIPOPROTEIN', 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_162386259.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'PROKAR_LIPOPROTEIN', 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_164797695.1","[nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_164922330.1","[nan, nan, nan, nan, nan, 'IPR000601', 'IPR000601', 'IPR000601', 'IPR002105', 'IPR006558', 'IPR013320', 'IPR013320', 'IPR013783', 'IPR013783', 'IPR016134', 'IPR022409', 'IPR030916', 'IPR035986', 'IPR035986', 'IPR035986', 'IPR036439', 'IPR036439']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-PKD_dom-PKD_dom-PKD_dom-Dockerin_1_rpt-LamG-like-ConA-like_dom_sf-ConA-like_dom_sf-Ig-like_fold-Ig-like_fold-Dockerin_dom-PKD/Chitinase_dom-ELWxxDGT_rpt-PKD_dom_sf-PKD_dom_sf-PKD_dom_sf-Dockerin_dom_sf-Dockerin_dom_sf","['PKD', 'Dockerin_I', 'PKD', 'Laminin_G_3', nan, 'PKD', 'PKD', 'PKD_4', 'Dockerin_1', 'LamGL_3', 'Concanavalin A-like lectins/glucanases', 'Concanavalin A-like lectins/glucanases', 'Immunoglobulins', 'Immunoglobulins', 'DOCKERIN', 'PKD_9', 'ELWxxDGT_rpt', 'PKD domain', 'PKD domain', 'PKD domain', 'Dockerin domain', 'Type I dockerin domain']"
"WP_165322833.1","[nan, nan, 'IPR002060', 'IPR008949', 'IPR008949', 'IPR019845', 'IPR019845', 'IPR033904', 'IPR044843']","Unintegrated-Unintegrated-Squ/phyt_synthse-Isoprenoid_synthase_dom_sf-Isoprenoid_synthase_dom_sf-Squalene/phytoene_synthase_CS-Squalene/phytoene_synthase_CS-Trans_IPPS_HH-Trans_IPPS_bact-type","['BIFUNCTIONAL LYCOPENE CYCLASE/PHYTOENE SYNTHASE', 'Isoprenoid_Synthase_Type_I', 'SQS_PSY', 'Farnesyl Diphosphate Synthase', 'Terpenoid synthases', 'SQUALEN_PHYTOEN_SYN_2', 'SQUALEN_PHYTOEN_SYN_1', 'Trans_IPPS_HH', 'Phytoene_synthase_like']"
"WP_166132487.1","[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR016119', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', 'PROKAR_LIPOPROTEIN', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'PAP2', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_166249123.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', 'Coil', nan, 'PROKAR_LIPOPROTEIN', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_167208290.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'PROKAR_LIPOPROTEIN', 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_167208294.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_like_1', nan, 'PROKAR_LIPOPROTEIN', 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_167546893.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR002105', 'IPR013783', 'IPR033764', 'IPR036439', 'IPR036439', 'IPR051417']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Dockerin_1_rpt-Ig-like_fold-Sdr_B-Dockerin_dom_sf-Dockerin_dom_sf-SDr/BOS_complex","['disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Dockerin_1', 'Immunoglobulins', 'SdrD_B', 'Dockerin domain', 'Type I dockerin domain', 'CARBOXYPEPTIDASE REGULATORY REGION-CONTAINING']"
"WP_167546894.1","[nan, nan, nan, nan, nan, nan, nan, 'IPR002105', 'IPR013783', 'IPR033764', 'IPR036439', 'IPR036439', 'IPR051417', 'IPR055890']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Dockerin_1_rpt-Ig-like_fold-Sdr_B-Dockerin_dom_sf-Dockerin_dom_sf-SDr/BOS_complex-DUF7467","['Dockerin_I', nan, 'YWTD domain', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Hypothetical protein PA1324', 'Dockerin_1', 'Immunoglobulins', 'SdrD_B', 'Dockerin domain', 'Type I dockerin domain', 'CARBOXYPEPTIDASE REGULATORY REGION-CONTAINING', 'DUF7467']"
"WP_167546966.1","[nan, nan, nan, 'IPR002105', 'IPR008969', 'IPR013517', 'IPR028994', 'IPR028994', 'IPR032812']","Unintegrated-Unintegrated-Unintegrated-Dockerin_1_rpt-CarboxyPept-like_regulatory-FG-GAP-Integrin_alpha_N-Integrin_alpha_N-SbsA_Ig","['SENSOR KINASE-RELATED', nan, nan, 'Dockerin_1', 'Carboxypeptidase regulatory domain-like', 'FG-GAP_3', 'Integrin alpha N-terminal domain', nan, 'Big_5']"
"WP_169907738.1","[nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_170097054.1","[nan, nan]","Unintegrated-Unintegrated","['disorder_prediction', 'disorder_prediction']"
"WP_170862396.1","[nan, nan, nan, 'IPR029063', 'IPR029063', 'IPR041698']","Unintegrated-Unintegrated-Unintegrated-SAM-dependent_MTases_sf-SAM-dependent_MTases_sf-Methyltransf_25","['AdoMet_MTases', 'METHYLTRANSFERASE', nan, 'S-adenosyl-L-methionine-dependent methyltransferases', 'Vaccinia Virus protein VP39', 'Methyltransf_25']"
"WP_171116192.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_172867715.1","[nan, nan, nan, 'IPR007197', 'IPR007197', 'IPR013785', 'IPR023885', 'IPR023885', 'IPR050377']","Unintegrated-Unintegrated-Unintegrated-rSAM-rSAM-Aldolase_TIM-4Fe4S-binding_SPASM_dom-4Fe4S-binding_SPASM_dom-Radical_SAM_PqqE_MftC-like","['Radical_SAM', 'Radical SAM enzymes', 'SPASM/twitch_domain_containin', 'Radical_SAM', 'Radical_SAM', 'Aldolase class I', 'rSAM_more_4Fe4S', 'SPASM', 'RADICAL SAM DOMAIN PROTEIN']"
"WP_173037250.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR006311', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'PAP2', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_173053422.1","[nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_176165097.1","[nan, 'IPR004113', 'IPR006094', 'IPR016164', 'IPR016166', 'IPR016167', 'IPR016169', 'IPR016170', 'IPR036318']","Unintegrated-FAD-bd_oxidored_4_C-Oxid_FAD_bind_N-FAD-linked_Oxase-like_C-FAD-bd_PCMH-FAD-bd_PCMH_sub1-FAD-bd_PCMH_sub2-Cytok_DH_C_sf-FAD-bd_PCMH-like_sf","['D-LACTATE DEHYDROGENASE', 'FAD-oxidase_C', 'FAD_binding_4', 'FAD-linked oxidases, C-terminal domain', 'FAD_PCMH', nan, nan, nan, 'FAD-binding/transporter-associated domain-like']"
"WP_176648266.1","[nan, 'IPR001962', 'IPR001962', 'IPR006426', 'IPR006426', 'IPR014729', 'IPR017539', 'IPR017932', 'IPR017932', 'IPR029055', 'IPR029055', 'IPR033738', 'IPR051786']","Unintegrated-Asn_synthase-Asn_synthase-Asn_synth_AEB-Asn_synth_AEB-Rossmann-like_a/b/a_fold-XrtA_amidotfase-GATase_2_dom-GATase_2_dom-Ntn_hydrolases_N-Ntn_hydrolases_N-AsnB_N-ASN_synthetase/amidase","['Adenine nucleotide alpha hydrolases-like', 'Asn_synthase_B_C', 'Asn_synthase', 'Asn_synthetase_glu-h', 'asn_synth_AEB', 'HUPs', 'eps_aminotran_1', 'GATASE_TYPE_2', 'GATase_7', 'Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1', 'N-terminal nucleophile aminohydrolases (Ntn hydrolases)', 'AsnB', 'ASPARAGINE SYNTHETASE (GLUTAMINE-HYDROLYZING)']"
"WP_181537747.1","[nan, nan, 'IPR016040', 'IPR036291', 'IPR051606']","Unintegrated-Unintegrated-NAD(P)-bd_dom-NAD(P)-bd_dom_sf-Polyketide_Oxido-like","['BVR-B_like_SDR_a', nan, 'NAD_binding_10', 'NAD(P)-binding Rossmann-fold domains', 'FLAVIN REDUCTASE (NADPH)']"
"WP_181583600.1","[nan, nan, nan, nan, nan, nan, 'IPR016119', 'IPR016119', 'IPR036938', 'IPR036938', 'IPR041067', 'IPR041067', 'IPR052559', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-VCPO_N-VCPO_N-V-haloperoxidase-V-haloperoxidase","['PAP2_haloperoxidase', 'disorder_prediction', 'Phosphatidic acid phosphatase type 2/haloperoxidase', 'PAP2_haloperoxidase', 'disorder_prediction', 'Phosphatidic acid phosphatase type 2/haloperoxidase', nan, nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'VCPO_N', 'VCPO_N', 'PEROXIDASE-RELATED', 'PEROXIDASE-RELATED']"
"WP_182907405.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_183457526.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR016119', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', 'PROKAR_LIPOPROTEIN', 'SignalP-TM', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_184306702.1","[nan, nan, nan, 'IPR002105']","Unintegrated-Unintegrated-Unintegrated-Dockerin_1_rpt","[nan, 'tand_rpt_95', 'Big_9', 'Dockerin_1']"
"WP_184970482.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR016119', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', 'SignalP-TM', 'Phosphatidic acid phosphatase type 2/haloperoxidase', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_185048296.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'unknown', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide C-region', 'Signal peptide N-region', 'Signal peptide H-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_185282074.1","[nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","[nan, 'disorder_prediction', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_186000716.1","[nan, nan, nan, nan, 'IPR016119', 'IPR036938', 'IPR041067', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-VCPO_N-V-haloperoxidase","['PAP2_haloperoxidase', 'Phosphatidic acid phosphatase type 2/haloperoxidase', 'disorder_prediction', 'disorder_prediction', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'VCPO_N', 'PEROXIDASE-RELATED']"
"WP_187117764.1","[nan, 'IPR004113', 'IPR006094', 'IPR016164', 'IPR016166', 'IPR016167', 'IPR016169', 'IPR016170', 'IPR036318']","Unintegrated-FAD-bd_oxidored_4_C-Oxid_FAD_bind_N-FAD-linked_Oxase-like_C-FAD-bd_PCMH-FAD-bd_PCMH_sub1-FAD-bd_PCMH_sub2-Cytok_DH_C_sf-FAD-bd_PCMH-like_sf","['D-LACTATE DEHYDROGENASE', 'FAD-oxidase_C', 'FAD_binding_4', 'FAD-linked oxidases, C-terminal domain', 'FAD_PCMH', nan, nan, nan, 'FAD-binding/transporter-associated domain-like']"
"WP_187683684.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036188', 'IPR050464']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD/NAD-bd_sf-Zeta_carotene_desat/Oxidored","[nan, 'PNDRDTASEI', 'NAD_binding_8', 'unknown', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'FAD/NAD(P)-binding domain', 'PROTOPORPHYRINOGEN OXIDASE']"
"WP_187685346.1","[nan, nan, 'IPR016119', 'IPR036938', 'IPR041067', 'IPR052559']","Unintegrated-Unintegrated-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-VCPO_N-V-haloperoxidase","['PAP2_haloperoxidase', 'Phosphatidic acid phosphatase type 2/haloperoxidase', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'VCPO_N', 'PEROXIDASE-RELATED']"
"WP_189783965.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-TM', 'disorder_prediction', 'disorder_prediction', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_190171405.1","[nan, nan, nan, nan, 'IPR000326', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'disorder_prediction', 'disorder_prediction', 'PAP2', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_190413506.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR016119', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['PAP2_haloperoxidase', 'SignalP-TM', 'Phosphatidic acid phosphatase type 2/haloperoxidase', 'disorder_prediction', 'disorder_prediction', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_192184291.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR000326', 'IPR016119', 'IPR036938', 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxidase-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', 'PROKAR_LIPOPROTEIN', 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'PAP2', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_196305275.1","[nan, 'IPR006035', 'IPR006035', 'IPR006035', 'IPR006035', 'IPR006035', 'IPR014033', 'IPR014033', 'IPR020855', 'IPR023696']","Unintegrated-Ureohydrolase-Ureohydrolase-Ureohydrolase-Ureohydrolase-Ureohydrolase-Arginase-Arginase-Ureohydrolase_Mn_BS-Ureohydrolase_dom_sf","['Ureohydrolase domain', 'Arginase', 'ARGINASE', 'ARGINASE_2', 'ARGINASE', 'Arginase', 'Arginase', 'rocF_arginase', 'ARGINASE_1', 'Arginase/deacetylase']"
"WP_197231456.1","[nan, nan, nan, nan, nan, nan, nan, 'IPR002105', 'IPR013783', 'IPR031768', 'IPR036439', 'IPR036439', 'IPR044016', 'IPR046540']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Dockerin_1_rpt-Ig-like_fold-CBM60_xylan-bd-Dockerin_dom_sf-Dockerin_dom_sf-Big_13-DMFA2_C","['Dockerin_I', nan, 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'Dockerin_1', 'Immunoglobulins', 'CBM60', 'Type I dockerin domain', 'Dockerin domain', 'Big_13', 'DMFA2_C']"
"WP_198952457.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036938', 'IPR052559']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-P_Acid_Pase_2/haloperoxi_sf-V-haloperoxidase","['PAP2_haloperoxidase', nan, 'SignalP-noTM', 'SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'PEROXIDASE-RELATED']"
"WP_199850434.1","[nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","[nan, 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
"WP_199850435.1","[nan, nan, nan, nan, nan, nan, nan, 'IPR006311', 'IPR016119', 'IPR036938', 'IPR049283', 'IPR052559', 'IPR055161']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-TAT_signal-Br/Cl_peroxidase_C-P_Acid_Pase_2/haloperoxi_sf-DUF6851-V-haloperoxidase-NapH1-like_2nd","['SignalP-noTM', 'SignalP-TM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide N-region', 'Signal peptide H-region', 'Signal peptide C-region', 'TAT', nan, 'Acid phosphatase/Vanadium-dependent haloperoxidase', 'DUF6851', 'PEROXIDASE-RELATED', 'VCPO_2nd']"
