Name,Sequence Name,Accession,Database,Id,InterPro ID,InterPro Name,InterPro Type,Name
Clavaminate synthase-like,NZ_NGNR01000001,WP_088339775.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_005126,WP_011147717.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_005126,WP_011147717.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_005126,WP_011147717.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_014228,WP_010846017.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_014228,WP_010846017.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_014228,WP_010846017.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_FMWJ01000002,WP_049582295.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_FMWJ01000002,WP_049582295.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_FMWJ01000002,WP_049582295.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_FNAO01000001,WP_091864790.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_FNAO01000001,WP_091864790.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_FNAO01000001,WP_091864790.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JAHVAO010000001,WP_218634578.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Cupin,NZ_KE384430,WP_027138230.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_KE384430,WP_027138230.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_KE384430,WP_027138230.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_014623,WP_002617302.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_014623,WP_002617302.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_014623,WP_002617302.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP034142,WP_127332696.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP034142,WP_127332696.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP034142,WP_127332696.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_FNEX01000003,WP_090778644.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_FNEX01000003,WP_090778644.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_FNEX01000003,WP_090778644.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_LS999839,WP_121273038.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LS999839,WP_121273038.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LS999839,WP_121273038.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_WJPK01000003,WP_153757044.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_WJPK01000003,WP_153757044.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_WJPK01000003,WP_153757044.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP094265,WP_250358406.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP094265,WP_250358406.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP094265,WP_250358406.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP099533,WP_267098555.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP099533,WP_267098555.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP043929,WP_150048089.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP043929,WP_150048089.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP043929,WP_150048089.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JHZC01000008,WP_027076841.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_JHZC01000008,WP_027076841.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_JHZC01000008,WP_027076841.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP022591,WP_165757362.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP022591,WP_165757362.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP022591,WP_165757362.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
cupin_RmlC-like,NZ_LR134374,WP_126337457.1,CDD,cd02208,,Unintegrated,Unintegrated,cupin_RmlC-like
Cupin,NZ_LR134374,WP_126337457.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LR134374,WP_126337457.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LR134374,WP_126337457.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
cupin_RmlC-like,NZ_LT906457,WP_082642798.1,CDD,cd02208,,Unintegrated,Unintegrated,cupin_RmlC-like
Cupin,NZ_LT906457,WP_082642798.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LT906457,WP_082642798.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LT906457,WP_082642798.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_017464,WP_014561331.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_017464,WP_014561331.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_017464,WP_014561331.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP013232,WP_061538601.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP013232,WP_061538601.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP013232,WP_061538601.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Non cytoplasmic domain,NZ_CP013232,WP_061538601.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_CP013232,WP_061538601.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_CP013232,WP_061538601.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,NZ_MSCN01000001,WP_105017312.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_MSCN01000001,WP_105017312.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_MSCN01000001,WP_105017312.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_016112,WP_014148012.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_016112,WP_014148012.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_016112,WP_014148012.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP013232,WP_061538602.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP013232,WP_061538602.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP013232,WP_061538602.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP031598,WP_074940032.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP031598,WP_074940032.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_005126,WP_011147706.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NC_005126,WP_011147706.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP072801,WP_210221850.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP072801,WP_210221850.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP072801,WP_210221850.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JAPWGL010000002,WP_269414783.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_JAPWGL010000002,WP_269414783.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_LMPD01000006,WP_056096676.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_LMPD01000006,WP_056096676.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_LR134374,WP_058483862.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_LR134374,WP_058483862.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_LR134374,WP_058483862.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_BDUC01000003,WP_089128076.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_BDUC01000003,WP_089128076.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_BDUC01000003,WP_089128076.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP069396,WP_204227787.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP069396,WP_204227787.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP084212,WP_081023621.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP084212,WP_081023621.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP104205,NYZ99_RS01260,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP104205,NYZ99_RS01260,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP104205,NYZ99_RS01260,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP046623,WP_259409070.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP046623,WP_259409070.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP018248,WP_096577815.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP018248,WP_096577815.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP018248,WP_096577815.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_BMNE01000005,WP_189032067.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_BMNE01000005,WP_189032067.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_BMNE01000005,WP_189032067.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP022098,WP_095989968.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP022098,WP_095989968.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP022098,WP_095989968.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_ALVU02000001,WP_009630726.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_ALVU02000001,WP_009630726.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_ALVU02000001,WP_009630726.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP022163,WP_095982234.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP022163,WP_095982234.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP022163,WP_095982234.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_011738,WP_012599727.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_011738,WP_012599727.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_011738,WP_012599727.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NC_019757,WP_015207074.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NC_019757,WP_015207074.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NC_019757,WP_015207074.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP018281,WP_096718444.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP018281,WP_096718444.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP018281,WP_096718444.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_JH651384,WP_002710728.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_JH651384,WP_002710728.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP018178,WP_096600968.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP018178,WP_096600968.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP018178,WP_096600968.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_AP021846,WP_152085609.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP021846,WP_152085609.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP021846,WP_152085609.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_VIGJ01000001,WP_142049156.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_VIGJ01000001,WP_142049156.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_VIGJ01000001,WP_142049156.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CADEVR010000001,WP_186022957.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CADEVR010000001,WP_186022957.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CADEVR010000001,WP_186022957.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP079946,WP_223646521.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP079946,WP_223646521.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP079946,WP_223646521.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_CP094344,WP_020275007.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_CP094344,WP_020275007.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_FMWJ01000002,WP_074524848.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_FMWJ01000002,WP_074524848.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_KZ614145,WP_170061464.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_KZ614145,WP_170061464.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Cupin,NZ_CP084212,WP_159420418.1,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
Clavaminate synthase-like,NZ_CP084212,WP_159420418.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
cupin_RmlC-like,NZ_AP025018,WP_224174959.1,CDD,cd02208,,Unintegrated,Unintegrated,cupin_RmlC-like
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,NZ_AP025018,WP_224174959.1,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,NZ_AP025018,WP_224174959.1,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
Non cytoplasmic domain,NZ_AP025018,WP_224174959.1,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,NZ_AP025018,WP_224174959.1,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Cytoplasmic domain,NZ_AP025018,WP_224174959.1,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cupin,WP_017308068.1,,GENE3D,G3DSA:2.60.120.650,,Unintegrated,Unintegrated,Cupin
HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED,WP_017308068.1,,PANTHER,PTHR12461,,Unintegrated,Unintegrated,HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
Clavaminate synthase-like,WP_017308068.1,,SUPERFAMILY,SSF51197,,Unintegrated,Unintegrated,Clavaminate synthase-like
unknown,WP_017308068.1,,TMHMM,TMhelix,,Unintegrated,Unintegrated,unknown
Cytoplasmic domain,WP_017308068.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Cytoplasmic domain,WP_017308068.1,,PHOBIUS,CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Cytoplasmic domain
Transmembrane region,WP_017308068.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
Non cytoplasmic domain,WP_017308068.1,,PHOBIUS,NON_CYTOPLASMIC_DOMAIN,,Unintegrated,Unintegrated,Non cytoplasmic domain
Transmembrane region,WP_017308068.1,,PHOBIUS,TRANSMEMBRANE,,Unintegrated,Unintegrated,Transmembrane region
