"Accession","InterPro ID","InterPro Name","Name"
"WP_145457526.1","[nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_145884393.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_145919274.1","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['PNDRDTASEII', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'PNDRDTASEII', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_145935297.1","[nan, nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN']"
"WP_145935441.1","[nan, nan, 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050775']","Unintegrated-Unintegrated-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD-binding_Monooxygenases","['PNDRDTASEI', 'Pyr_redox_3', nan, nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'L-ORNITHINE N(5)-MONOOXYGENASE-RELATED']"
"WP_146110942.1","['IPR036188', 'IPR036188', 'IPR050816']","FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","[nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_146401578.1","[nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'disorder_prediction', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_146446300.1","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['PNDRDTASEI', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_146452283.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_146564249.1","[nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_146568840.1","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'RNGMNOXGNASE', 'disorder_prediction', 'RNGMNOXGNASE', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_146574309.1","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['PNDRDTASEII', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_147030605.1","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_147053875.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_147073603.1","[nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'RNGMNOXGNASE', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_148026721.1","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_148073607.1","['IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_148827785.1","[nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_149103365.1","[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'RNGMNOXGNASE', 'Non cytoplasmic domain', 'Cytoplasmic domain', 'Transmembrane region', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_149103372.1","[nan, nan, nan, nan, nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide N-region', 'Signal peptide C-region', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_149103382.1","[nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_149247312.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_149482669.1","[nan, 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Lycopene_cycl', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_149538300.1","[nan, nan, nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'disorder_prediction', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150158897.1","[nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","[nan, nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150158899.1","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150159503.1","[nan, nan, nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816', 'IPR053908', 'IPR053908']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB-CmlS_C-CmlS_C","['halo_ClmS', 'RNGMNOXGNASE', 'halo_ClmS', 'RNGMNOXGNASE', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN', 'CmlS_C', 'CmlS_C']"
"WP_150162525.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150175053.1","[nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150187642.1","[nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150193335.1","[nan, nan, nan, nan, nan, nan, nan, nan, 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR051209', 'IPR051209']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD-bind_Monooxygenase_sf-FAD-bind_Monooxygenase_sf","['PNDRDTASEI', 'Pyr_redox_3', 'disorder_prediction', 'disorder_prediction', 'PNDRDTASEI', 'Pyr_redox_3', 'disorder_prediction', 'disorder_prediction', 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', nan, nan, nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', nan, nan, nan, 'L-ORNITHINE N(5)-MONOOXYGENASE-RELATED', 'L-ORNITHINE N(5)-MONOOXYGENASE-RELATED']"
"WP_150211126.1","[nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['disorder_prediction', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_150214339.1","[nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150256062.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150428445.1","[nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'RNGMNOXGNASE', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150453734.1","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['PNDRDTASEI', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150473570.1","[nan, nan, nan, nan, nan, nan, 'IPR000960', 'IPR000960', 'IPR020946', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050346']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_mOase-Flavin_mOase-Flavin_mOase-like-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FMO-like","['SignalP-noTM', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'FMO', 'FMOXYGENASE', 'FMO-like', nan, 'FAD/NAD(P)-binding domain', 'FAD/NAD(P)-binding domain', 'DIMETHYLANILINE MONOOXYGENASE']"
"WP_150478983.1","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150501730.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150505690.1","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150507450.1","[nan, nan, nan, nan, 'IPR002938', 'IPR002938', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816', 'IPR053908', 'IPR053908']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-FAD-bd-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB-CmlS_C-CmlS_C","['halo_ClmS', 'RNGMNOXGNASE', 'halo_ClmS', 'RNGMNOXGNASE', 'FAD_binding_3', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN', 'CmlS_C', 'CmlS_C']"
"WP_150507770.1","[nan, 'IPR006905', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150518653.1","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_150518765.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150521316.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150529336.1","['IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150638050.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150676092.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150726608.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150754750.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150756768.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150771846.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_150864053.1","[nan, 'IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Coil', 'FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_151014447.1","[nan, nan, nan, nan, 'IPR006905', 'IPR006905', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR036188', 'IPR050816', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Flavin_halogenase-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB-Flavin-dep_Halogenase_NPB","['RNGMNOXGNASE', nan, 'RNGMNOXGNASE', nan, 'Trp_halogenase', 'Trp_halogenase', 'FAD/NAD(P)-binding domain', nan, 'FAD/NAD(P)-binding domain', nan, 'FAD-BINDING PROTEIN', 'FAD-BINDING PROTEIN']"
"WP_151055826.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_151070113.1","['IPR002938', 'IPR036188', 'IPR036188', 'IPR050816']","FAD-bd-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['FAD_binding_3', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_151990862.1","[nan, nan, nan, nan, nan, nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['unknown', 'Non cytoplasmic domain', 'Signal Peptide', 'Signal peptide H-region', 'Signal peptide C-region', 'Signal peptide N-region', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
"WP_151990864.1","[nan, nan, nan, 'IPR006905', 'IPR033856', 'IPR036188', 'IPR036188', 'IPR050816']","Unintegrated-Unintegrated-Unintegrated-Flavin_halogenase-Trp_halogen-FAD/NAD-bd_sf-FAD/NAD-bd_sf-Flavin-dep_Halogenase_NPB","['Non cytoplasmic domain', 'Transmembrane region', 'Cytoplasmic domain', 'Trp_halogenase', 'Trp_halogenase', nan, 'FAD/NAD(P)-binding domain', 'FAD-BINDING PROTEIN']"
